title,text,image,cate
印度已检出3532种新冠变异毒株,"“印度已检出3532种变异毒株”这一消息是个乌龙，实为翻译错误。
原报道其实是在说：根据印度国家疾病控制中心的数据，印度对1.3万个样本进行了基因测序，发现其中有3532个样本携带主要的新冠病毒变种毒株，这其中有1527个携带的是被印度发现的B.1.617这种双重突变毒株。该消息在传播到国内时，“3532个携带新冠病毒变异毒株的样本”被错译成了“3532个变异毒株”。",//jiaozhen-70111.picnjc.qpic.cn/44NmPDhn6V6S17aw27acHB?imageView2/2/w/300/h/300,fake
疫苗所含的铝佐剂会进入大脑，严重危害人体健康,"疫苗铝佐剂氢氧化铝根本不可能穿过血脑屏障，因为血脑屏障的孔径允许通过的分子直径上限通常只有1nm（1μm=1000nm），氢氧化铝颗粒别说过去，卡住都没戏。
在疫苗接种后，由于佐剂起到吸附抗原的作用，因此只有极少量会进入到血液循环，但那点铝远低于可能造成风险的浓度，甚至还不如日常蔬菜、水果中摄入的量。
最后值得一提的是，铝佐剂已经用了几十年了，科学家一直在密切关注“理论上的”风险，但是至今没有发现铝佐剂能够对人（甚至刚出生的婴儿）造成实质损害，安心接种即可。",//jiaozhen-70111.picnjc.qpic.cn/hxLpue9cG88f4A7vQg6AJJ?imageView2/2/w/300/h/300,fake
通过疾病获得免疫比通过疫苗获得好 ,"确实有很多疾病自然感染后就可以基本做到“终身免疫”了。但是得考虑一个问题，就是新冠虽然病死率相对肿瘤或者其他严重疾病来说并不算高，大概2%左右，对于那98%的人可能还好（但其中很多人会出现包括味觉丧失等后遗症），对于这2%的人来说就是100%的死亡。
除此之外，自然环境下，被感染者既是疾病患者，又是病毒的散播者，不仅直接可能危害到接触的人群，还造成了病毒在人群之中的循环，增加了变异风险。
在有疫苗可以接种的前提下，还要通过自然感染获取免疫力这种方法，既是一种对于自己生命的赌博，又是一种对于别人健康的不负责。",//jiaozhen-70111.picnjc.qpic.cn/92pTHBsktqo4zNic1A14Xn?imageView2/2/w/300/h/300,fake
新冠疫苗可能会致癌 ,"灭活的新冠病毒和癌症并没有关联。虽然病毒灭活剂是有致癌性的，但是在疫苗制备过程中会通过纯化技术尽可能的去除到非常低如同沧海一粟的含量。
至今都没有发现Vero细胞致癌的任何证据，甚至直接给动物注射Vero细胞也无法致癌。此外，疫苗佐剂中的铝含量、磷酸氢二钠和磷酸二氢钠的含量并不高。",//jiaozhen-70111.picnjc.qpic.cn/pvCZBYQ6JimbNYKWuV9enN?imageView2/2/w/300/h/300,fake
新冠疫苗会破坏人体免疫功能 ,打疫苗能够给自己身体的病毒库“升级”，增强对特定病原体的免疫力，不仅不会破坏人体免疫功能，反而会让免疫功能更好。,//jiaozhen-70111.picnjc.qpic.cn/9YFNDPaoAipioq34mYSWdm?imageView2/2/w/300/h/300,fake
打完新冠疫苗终身免疫,"因为个体差异，并非所有人接种疫苗后都能100%产生抗体（体液免疫），而抗体中的“中和抗体”是抵抗病原体最重要的成分，因此没有抗体就无法抵御病毒侵袭。
细胞免疫是最近很火的词汇，但现在细胞免疫情况和保护效果的量效关系还不明确，细胞免疫能够起到多少作用，还不好说。
即便产生了针对新冠病毒的中和抗体，但中和抗体也会随着时间推移在一步步衰减，当中和抗体不足以应对病原体“攻城”，而新的中和抗体供应又跟不上时，免疫系统就会被击败，导致被感染。
即便是有了抗体，有了细胞免疫，也仍然有可能有人由于免疫不足被感染。",//jiaozhen-70111.picnjc.qpic.cn/jneMNL3wYZF17K5refRa2B?imageView2/2/w/300/h/300,fake
德国专家忠告：新冠疫苗很可怕，会导致严重后果,"网传的“德国专家” Wolfgang Wodarg曾是一名医生，但1994年就离开了医学界从政了，所以严格说起来，他是一个德国的政客。Wodarg曾因鼓吹H1N1病毒根本就不存在而被科学界批评。
此次新冠疫情期间，Wodarg称新冠疫苗可能导致不孕，还会导致凝血障碍，以及改变人体的DNA。实际上，疫苗导致不孕的说法并没有可靠依据，如果这个说法成立，所有感染过新冠病毒的女性都会失去生育能力。其次，虽然目前疫苗血栓事件引发广泛关注，但因果关系尚不明确，疫苗的副作用不应被过分夸大。最后，mRNA疫苗发挥作用期间与人体DNA互不干扰，并不会改变人体基因。",//jiaozhen-70111.picnjc.qpic.cn/o2g1LnqjmvZjcZsGNgnGgX?imageView2/2/w/300/h/300,fake
国内新冠疫情已经平息，接种疫苗意义不大,"在全球新冠肺炎疫情仍在流行的背景下，尽管国内感染风险较低，但疫情输入传播风险依然存在，所以还是需要打新冠疫苗的。
接种疫苗后，一方面绝大部分人可以获得免疫力，从而有效降低发病、重症和死亡的风险；另一方面，通过有序接种新冠病毒疫苗，可在人群中逐步建立起免疫屏障，阻断新冠肺炎的流行。",//jiaozhen-70111.picnjc.qpic.cn/9Hm7Y9hVRN6Qmc11eqs4wd?imageView2/2/w/300/h/300,fake
现阶段接种新冠疫苗后就不需要再戴口罩了,"对于个人来说，接种疫苗的保护效果不是100％，并且产生保护性抗体也需要一定的时间；对于群体来说，在没有形成免疫屏障的情况下，新冠病毒依然容易传播。
要防止新冠肺炎疫情反弹，现阶段一些防控措施仍然要坚持，包括戴口罩、保持社交距离、勤洗手、通风等防护措施。",//jiaozhen-70111.picnjc.qpic.cn/6ZBozQyyqzBtWuzCUHjazX?imageView2/2/w/300/h/300,fake
别人都接种了疫苗，我就没必要接种了,接种疫苗后，绝大部分人可以获得免疫力，从而有效降低发病、重症和死亡的风险。接种疫苗的人越多，可以在人群中建立起高水平的免疫屏障，这样做保护自己、保护家人、保护他人，共同努力实现控制新冠肺炎的流行和传播。建议大家在接到新冠疫苗接种预约通知时，如果没有接种禁忌等情况，都能积极去接种，利人利己。,//jiaozhen-70111.picnjc.qpic.cn/gXJ6jgfvojbk9w57AHe3vj?imageView2/2/w/300/h/300,fake
加拿大禁止航班进出，每日新冠死亡人数超1000,"加拿大并没有禁止航班的进出，只是根据疫情防控的需要，某个时间段内暂停部分国家的航班。
2020年2月15日以来，加拿大当日最高死亡人数也不超过300人，网传的“加拿大每天死亡人数超过1000人”纯属谣言。",//jiaozhen-70111.picnjc.qpic.cn/emJa9jbrvoF1Xyv2a84LBD?imageView2/2/w/300/h/300,fake
美国将推出治疗新冠的口服液，5天100％清除病毒,"网传的新冠治疗药物“莫那皮纳伟”（Molnupiravir），可通过干扰病毒RNA的复制过程来抑制新冠病毒，与瑞德西韦的原理一致，但目前还没有足够的证据或数据证明这款药物在人体内的效果，远达不到“5天彻底消灭新冠病毒”这么神奇。
该药物的多项临床二期和三期试验，还在持续招募志愿者的过程中，至于获得批准上市的日子，可能更加遥远。",//jiaozhen-70111.picnjc.qpic.cn/btnRBxP3wcD3niFirB5zj2?imageView2/2/w/300/h/300,fake
新冠变异体逃逸细胞免疫，对抗病毒的“两只手”废了,"“新冠病毒进化出能逃逸细胞免疫的变异体”，这一发现是真的，但谈不上有多惊悚，也不意味着“人类对抗病毒的两只手（体液免疫、细胞免疫）都废了”。
这是因为：该现象虽然在新冠病毒中是首次发现，但在其他病毒中还是比较常见的；这一现象只是会在具有特定基因的人群中出现，而且对具体的个体来说，只是威胁增大了，但不是摧毁性的；最后，即便出现 “逃逸细胞免疫”突变导致现有的疫苗“无效”的现象，也并非没有办法应付，相反应对措施是成熟的。",//jiaozhen-70111.picnjc.qpic.cn/ir6o7JDe3q78MuUJ1VFXCT?imageView2/2/w/300/h/300,fake
大规模接种新冠疫苗会加速病毒变异，使疫苗失效,"信中所说的病毒“免疫逃逸”在理论上虽然有可能发生，但它根本不是疫苗导致的。新冠病毒的各种变异株在疫苗大规模接种之前就已经出现了。
“病毒只要增加几个突变，就可以完全抵抗抗体”是不现实的。在设计各种疫苗的时候，研究者普遍选择了新冠病毒的整个刺突蛋白甚至灭活病毒整体，就是为了疫苗可以刺激人体产生针对病毒各个部分的多种抗体，这些疫苗在病毒变异的情况下也不会马上就失去作用。疫苗除了刺激抗体产生之外，还会激活T淋巴细胞作出免疫响应。即使“老疫苗”刺激产生的抗体与变异株的结合能力下降，T淋巴细胞强烈的反应依然可以保护接种者。",//jiaozhen-70111.picnjc.qpic.cn/tX6j74v2kUMmy2sqkcnU9M?imageView2/2/w/300/h/300,fake
mRNA新冠疫苗改变人类基因，会引发ADE致死,"Moderna 公司首席医疗官在演讲中阐述的是mRNA的生物学功能。mRNA技术并没有改变基因，只是在基因表达的下游发挥作用，并不能反过来影响最上游的DNA。目前也没有研究或证据表明新冠病毒的mRNA疫苗会反转录整合进人类的基因组，改写人类基因。
ADE效应其实是包括mRNA疫苗在内的所有疫苗类型都可能碰到的风险。在经过严谨的临床试验检验以后能够被批准上市的疫苗，基本都规避了ADE效应的威胁。 目前也没有发现新冠疫苗导致ADE效应的病例。 ",//jiaozhen-70111.picnjc.qpic.cn/jJ1gmA5pQUC9tSQxz2MN54?imageView2/2/w/300/h/300,fake
新冠疫苗保护期只有半年,"新冠疫苗的保护期并非只有半年，“半年”仅仅是合格和上市的底线。只是疫苗接种的时间还很短，暂时只有半年的数据。
新冠疫苗接种后产生的抗体水平存有个体差异。一部分个例在接种新冠疫苗1年后体内仍有较高的抗体水平，疫苗保护期或被低估。",//jiaozhen-70111.picnjc.qpic.cn/5HdZhU5AU9HsJYNB4vmtVN?imageView2/2/w/300/h/300,fake
来自意大利的“真相”：“新冠”不是病毒，而是细菌,世界卫生组织（WHO）从未禁止过对死于Covid-19的患者进行尸检。Covid-19患者确实可能会出现由细菌引起的继发性感染，陷入危险，但可以确定的是，Covid-19是由一种名为SARS-CoV-2的病毒（新型冠状病毒）引起的，而不是细菌。,//jiaozhen-70111.picnjc.qpic.cn/hmrevqgASWu1Qc7iKJ22z?imageView2/2/w/300/h/300,fake
法国的新冠变异株能逃避核酸检测,"目前法国变异新冠病毒株仍然可以通过核酸检测发现，并没有出现所谓“逃避核酸检测”的能力。
核酸检测并不是直接检测活病毒，检测过程受到样本病毒载量等因素的影响，其结果并不能保证百分百准确。即使是已经确诊住院的患者，核酸检测结果也存在假阴性的可能。
根据法国卫生部的公告，初步分析不能表明新变异株具有更高的传染性，或更强的致病力，我们没有必要对其过于担心。",//jiaozhen-70111.picnjc.qpic.cn/gb8z98omB3HixACx63i57V?imageView2/2/w/300/h/300,fake
20%新冠男康复者精液中完全无精子，失去生育能力,"近日意大利一项针对43名新冠肺炎康复者的研究发现，康复者中确实出现了“无精症”的现象。其实，该现象主要出现在危重症患者，再加上样本数太少，并不能准确反映新冠康复者的整体情况，简单地将研究结果表述为“20%新冠男性康复者精液里完全没有精子”是不准确的。
睾丸中ACE2蛋白的表达量较高，从病毒的感染机制来分析，新冠肺炎患者的精子数量和质量也确实会受到影响。在国内的新冠康复者中，也有精子数量减少的报道。不过多项研究发现，只要完全康复，精液中不会有残留的病毒，这个结果应该让很多康复者和家人放心。",//jiaozhen-70111.picnjc.qpic.cn/2irDduTLBbcXmkZ4pWYHNC?imageView2/2/w/300/h/300,fake
智能手表可以直接检测出新冠患者,近期《Nature》子刊上刊登了一项研究，研究结果显示63%的新冠病例可以通过智能手表的数据提前诊断出患者被感染。这里要注意的是，实验人员实际得出的结论为“智能手表等可穿戴设备是有可能被应用到感染性疾病的早期诊断”，但很多媒体却误认为智能手表可以检测出新冠患者，明显夸大了智能手表的功能和研究成果。目前，核酸测试还是检测新冠病毒的主要手段。,//jiaozhen-70111.picnjc.qpic.cn/4AaWBXk9wuEYoiez9qxa9F?imageView2/2/w/300/h/300,fake
一份来自隔离医院的居家药物清单,"这份所谓“隔离医院药物”其实是多个谣言“攒”成的大合集，不少谣言从新冠疫情暴发就在网上流传。
目前没有任何证据可以证明，补充VC、VE能防止新冠病毒感染。至于碱性食物防治新冠肺炎，正常情况下，不论吃任何PH的食物都不会影响人体“酸碱平衡”。
清单中提及“迅速将温开水与柠檬一起喝”，与前段时间网络热传“保持喉咙黏膜湿润可以预防新冠肺炎病毒”十分相似。水的“搭档”陆续有柠檬、盐、醋等。其核心原理，多喝水能阻止病毒进入呼吸道，而进入胃部的病毒会被胃酸杀死。实际上，病毒感染与喉咙干燥无关，没有文献证明喝水抗病毒。同时，WHO也证实醋、盐、柠檬对病毒本身没有灭杀作用。",//jiaozhen-70111.picnjc.qpic.cn/8tgTSusCfWWzeVb7vCvjPm?imageView2/2/w/300/h/300,fake
西班牙养老院因接种新冠疫苗导致全体阳性,"西班牙确实发生了养老院老人接种新冠疫苗后出现阳性的情况，但媒体报道过于简略，让人误以为是因为接种新冠疫苗直接导致的新冠感染。
考虑到西班牙正在经历比去年春秋两季还要猛烈的第三波新冠肺炎疫情，有很多情况会导致养老院出现病例，就此下结论为时过早。
此前挪威也发生过类似案例，欧洲药品管理局和世界卫生组织均对此事进行了调查，认定这一个案符合预期，老人的死亡与注射辉瑞疫苗没有关系。",//jiaozhen-70111.picnjc.qpic.cn/nrrkhJbqQdsfSDAQZPMo4v?imageView2/2/w/300/h/300,fake
视频：石家庄市民肛拭子检测后走企鹅步,"网传视频系小孩在医院割包皮后往出走的画面。而不是所谓的做肛拭子核酸检测后秒变“企鹅”迈着外八字走出医院。
孩子做完手术后，不能碰到伤口。所以需要腿叉开走路，姿势与企鹅相似。",//jiaozhen-70111.picnjc.qpic.cn/d1sPs9MhbtWdbJR3ss9EZ5?imageView2/2/w/300/h/300,fake
新冠病毒E484K“逃逸突变”已让疫苗完全失效,"只有针对新冠病毒S蛋白的抗体能真正有效阻止新冠病毒入侵，所以如果病毒S蛋白上出现了显著突变，就可能导致疫苗保护力降低，也就是发生了“免疫逃逸”。目前南非和巴西突变株的E484K突变即为这种逃逸突变体。
虽然保护力可能降低，但目前来看，新冠疫苗还是有效的。疫苗的作用是非常复杂的，疫苗在人体内的应答不只有抗体，还有很重要的T细胞反应，而后者对于突变株仍然有效。
有研究显示，英国B.1.1.7病毒株的传染性变强，感染者的病死率也有所上升，但这并不意味着病毒致病力一定增高，因为病死率还与治疗方式的变化，以及是否出现医疗资源挤兑等有关。",//jiaozhen-70111.picnjc.qpic.cn/wfgSphF7tpXroayRkroxnp?imageView2/2/w/300/h/300,fake
 八分之一新冠康复者会在140天内死亡,"这个说法来自一项英国的研究，尚未正式发表。新冠重症患者、严重的基础疾病，年龄大，三个因素叠加才导致死亡率达到八分之一，英国普通感染新冠病毒的康复者死亡率不可能这么高。
此外，根据英国的新冠肺炎出院标准，可以认为研究中的一些“康复者”其实并未完全康复。如果完全康复了，死亡率可能更低。",//jiaozhen-70111.picnjc.qpic.cn/sQ9D3ov1MSPRfQj7nKEmg8?imageView2/2/w/300/h/300,fake
进口车厘子检出新冠阳性所以车厘子不能吃了,"“检出核酸阳性”是只要有病毒片段就可以，车厘子表面的核酸阳性不代表是“活病毒”，而新冠病毒感染人体细胞需要是“活病毒、足够量”，所以检出核酸阳性不代表这些车厘子就会传染新冠病毒。
迄今为止，还没有消费者因为接触或者食用冷链食品物品而导致的感染。所以没有必要对进口车厘子过度恐慌。如果实在担心，可以选择暂时不吃车厘子或者其他有风险的食品。",//jiaozhen-70111.picnjc.qpic.cn/jNv7dtcyYysRwuSeiMYJLw?imageView2/2/w/300/h/300,fake
视频曝光：上海肿瘤医院确诊新冠员工在电梯强吻他人,"网传视频右下角有监控设备的地理信息为“102-博发-4号楼”，而上海肿瘤医院内部没有名为“博发”的楼。两名主角戴着的帽子和身着的衣服也并非是医院护工常见蓝色帽子、制服，看起来更像是工厂的工服。
1月22日，上海辟谣平台记者就网传视频向上海肿瘤医院核实，医院回复称：“经核实，网传‘上海肿瘤医院电梯内员工强吻’视频为不实消息。”",//jiaozhen-70111.picnjc.qpic.cn/5gooHiwDeo1mkKEi3Ry9Sk?imageView2/2/w/300/h/300,fake
1月15日全国各地陆续封城，“封城时间表”流出,"网传的封城内容都是改编自此前已传播的谣言，传谣者只是改了时间并套上了“全国封城”这样耸人听闻的标题。
辽宁沈阳、浙江杭州、云南昆明、广西百色、湖北十堰等多地近日都相继辟谣了“沈阳封城了”“义乌2021年1月9日起高速、重要对外联络公路封闭”“杭州1月15日要封城，杭州11条高速出入口关闭”“舟山跨海大桥因疫情防控需要，将于1月28日封桥”“浙江丽水青田本月15号将封城”“昆明15号封城”“1月29日凌晨实行广西全区封城”“十堰1月25日封闭道路、景点”等。",//jiaozhen-70111.picnjc.qpic.cn/jYEEJspLUp4sbU9HTQ3cmJ?imageView2/2/w/300/h/300,fake
感染新冠可以“以毒攻毒”治疗癌症,《英国血液病杂志》确实报道了一个神奇的案例：恶性淋巴瘤患者在感染新冠病毒后，肿瘤几乎消失了。奇迹出现的原因，是病毒感染激发了人体免疫反应。但是这样的案例非常罕见，感染新冠不可能成为一个“以毒攻毒”的抗癌方法。对于癌症患者来说，避免感染新冠才更靠谱。,//jiaozhen-70111.picnjc.qpic.cn/oULAKw4jmXDz97mRhdtXvN?imageView2/2/w/300/h/300,fake
憋气30秒可以测试肺部是否健康,肺部的健康评估涉及多方面，是比较复杂的体系，简单的憋气并不能反映肺部的真实状态。临床上很多病人的憋气时间或者肺功能检查仍然正常，而一些肺脏功能正常的人，也因为各种原因无法完成憋气。肺活量的变化和肺炎也没有明确的对应关系。,//jiaozhen-70111.picnjc.qpic.cn/cSFs31D2uqHXSj2vbuSZdB?imageView2/2/w/300/h/300,fake
东京奥运会将于1月18日宣布取消,爆料的杂志是日本《周刊实话》，其中称日本政府或许会与国际奥委会协商，谋求2032年重开东京奥运会。1月11日傍晚，国际奥委会对此做出回应：“国际奥委会对日本政府及其采取的措施充满信心，我们将与日本伙伴一起继续全力以赴，并致力于今年夏天安全地举办2020东京奥运会及残奥会。”,//jiaozhen-70111.picnjc.qpic.cn/6kTvDUcLTBr9VCA5itfKi1?imageView2/2/w/300/h/300,fake
接种了mRNA疫苗就会变成转基因人,其实原研究只是提出了一个在实验室里观察到的现象，体外实验反映的现象与体内真实情况不能等同，RNA测序的结果也不能反映基因组DNA的真实情况所以mRNA疫苗并不会改变人体DNA。,//jiaozhen-70111.picnjc.qpic.cn/7Z1tA6xGkphNQtHaKjND6E?imageView2/2/w/300/h/300,fake
石家庄藁城区外国人聚集做核酸检测,经石家庄互联网举报中心向藁城区相关部门核实，事发地不在藁城，藁城区也无涉外高校。经向石家庄铁道大学了解，网传信息为1月6日该校按全市防疫工作要求组织外国留学生进行核酸检测的场景。,//jiaozhen-70111.picnjc.qpic.cn/9ozVnB4b6BSgR2ke5aouhe?imageView2/2/w/300/h/300,fake
视频：广东省人民医院乔贵宾称茶水可以杀死新冠病毒,"网传的研究指的是日本奈良县立医科大学2020年11月30日发布的文章《お茶による新型コロナウイルスの不活化効果について ―お茶の種類（製品）による相異―》，其中提及医学专科的微生物感染症学教授矢野寿一带领的研究小组对“不同茶对新型冠状病毒的灭活效果”进行研究。该篇文章的结论是：本次研究并未能验证可以通过喝茶能达到预防新冠病毒感染的效果。
2021年1月7日15时，网传视频中的主角广东省人民医院胸外科乔贵宾主任医师官方微博发布文章《关于网传“茶水能杀灭新冠病毒”的小视频，请网友们擦亮双眼！》进行辟谣，指出网传视频是被别人断章取义掐头去尾，把辟谣做成造谣的结果。",//jiaozhen-70111.picnjc.qpic.cn/iERUnTmigwULdzPECPkxZZ?imageView2/2/w/300/h/300,fake
钟南山院士抵达石家庄抗击疫情,1月5日，科技日报记者从钟南山院士团队了解到，钟南山到石家庄的消息为谣言。目前钟南山院士在广州，并没有在石家庄。,//jiaozhen-70111.picnjc.qpic.cn/5zwMLfXNpriPEMfAaC8n8M?imageView2/2/w/300/h/300,fake
钟南山和2500医护人员抵达大连抗击疫情,"12月27日，金普发布微信公众号通报，金普新区网信办消息，近日，有网民在微信群及朋友圈中发布中巴车队驶入新区的视频，称“钟南山院士和2500名医护人员抵达金州”。经与相关部门核实，钟南山院士从未抵达新区，也未收到任何相关工作安排，此传言不实。
通报称，目前，新区按照“外防输出、内防扩散，严格管控、措施到位，阻断源头、分类管控”的原则，实行对金州主城区先进、光中、站前、友谊、拥政5个街道的严格封闭管控，防疫工作正在有序推进。
金普新区网信办表示，在此，请广大市民自觉遵守防疫规定，不造谣、不信谣、不传谣，共同为打赢这场疫情防控阻击战营造良好舆论氛围，凝聚起众志成城、共克时艰的强大正能量。",//jiaozhen-70111.picnjc.qpic.cn/wPJUvYRV4oJMj7YzsjPjBy?imageView2/2/w/300/h/300,fake
北京市委市政府紧急通知，宣布进入“战时”状态,经北京日报记者向北京防控办核实，“北京宣布进入‘战时’状态。外地进京包括外出返京人员需隔离21天。返京人员除要求21天医学观察期满之外，还需持7日内核酸检测阴性证明”的消息为谣言。,//jiaozhen-70111.picnjc.qpic.cn/wvY3Nrg5Qa484Asfp2ZDRo?imageView2/2/w/300/h/300,fake
打新冠疫苗会导致女性不育,"网传说法中称，新冠病毒的“触手蛋白”与人体的“胎盘融合蛋白”结构相似，所以注射疫苗后产生的抗体就会“攻击”正常的胎盘融合蛋白，导致妇女“不育”。事实上这种所谓的“结构相似”的蛋白的序列太短了，短到人体的免疫系统根本就不会将病毒的蛋白与人体胎盘的蛋白搞混。
如果该说法属实，那么许多感染过新冠病毒的女性首先就应该出现大面积的不育问题。可许多医学论文和文献都显示，新冠疫情并没有对女性的生育功能带来影响，也不会影响和增加女性出现早期流产的概率。
只要是经过严谨的研发和临床试验流程并通过国家监管部门审批后上市的新冠疫苗，大众是可以放心使用的。",//jiaozhen-70111.picnjc.qpic.cn/g9BjA3dDaMMgDZtm4nhHBP?imageView2/2/w/300/h/300,fake
成都确诊新冠肺炎女子照片曝光,居住于成都市成华区崔家店某小区的20岁女孩赵某，被确诊为新冠阳性后，关于她的个人信息便在网上热传，但网传照片其实是湖南女孩小瑶的艺术照，系被人盗用。,//jiaozhen-70111.picnjc.qpic.cn/pvPQXYKtTxiBwwWW1rzr2F?imageView2/2/w/300/h/300,fake
新冠特效药已面世，2天病毒就消失,"研究证明，新型冠状病毒若想引起感染，必须先与人体细胞表面的ACE2结合才行。网文中报道的APN01就是一种外源性的人类重组可溶性的ACE2，如果其替代人体本身的ACE2，进而新冠病毒结合，也就阻止了感染。
体外实验和1期、2期临床试验研究，初步证实了这种外源性ACE2具有抗新冠病毒的潜力，其安全性也表现在可接受的范围内。但hrsACE2有无抗COVID-19作用尚需研究，“新冠特效药”更是无从谈起。目前对于该ACE2在新冠患者中的治疗作用，单凭一篇个案报道太过单薄，还需要更多的试验研究予以证实。有关其作用强度、持续时间、有效剂量、适用人群、不良反应等问题也仍需解决。",//jiaozhen-70111.picnjc.qpic.cn/kynKP28JRdh2Xbkg6aUuJJ?imageView2/2/w/300/h/300,fake
新冠疫苗的有效率一定要到90%才靠谱,"FDA前审查员、疫苗专家李忠明表示，不同技术路线的疫苗有效率不同，不能先入为主，认为所有疫苗都要“考到90分以上”才好用，一般来说，有效率只要在60%以上，都是好的疫苗。此外，疫苗的接种人群也应该覆盖到60%以上。
李忠明还强调，采用什么免疫策略除了疫苗本身的效果以外还要考虑很多其他因素，产品供应量、新冠疫苗覆盖接种率、药物经济学等都很重要，切忌因为一个有效率的数字判断哪个疫苗是最强大的。",//jiaozhen-70111.picnjc.qpic.cn/to7aeLPygzisF9pQ3r9QGK?imageView2/2/w/300/h/300,fake
11月9日上海飞拉萨航班全机隔离,拉萨联防联控领导小组办公室负责人对上海辟谣平台记者表示，“上海飞往拉萨的航班人员全部隔离”的消息是谣言，相关部门没有收到过类似消息，也没有给任何航空公司发过该指示。拉萨市政府疫情指挥中心负责人表示：“将11月9日MU2335航班上的旅客送至酒店的目的是再次做身份和行程核实，并在乃仓酒店留观一天做核酸检测，目前检测结果全部是阴性。”,//jiaozhen-70111.picnjc.qpic.cn/orgsj5n6MB3AYDKBhZi2FQ?imageView2/2/w/300/h/300,fake
上海11月2日又启动公共卫生事件一级响应,"发布网传“通知”的物业公司表示，此通知由于表述有误，发出后就撤回了。进博会开幕在即，小区物业本意是加强管控，才要求所有进出人员都要戴口罩、测体温、查健康码，但目前进出小区的大门并没有封闭。
受新冠疫情影响，上海于1月24日启动重大突发公共卫生事件一级响应，3月24日将重大突发公共卫生事件一级响应调整为二级响应，5月9日将重大突发公共卫生事件二级响应调整为三级响应。",//jiaozhen-70111.picnjc.qpic.cn/ggwQufQMxfCEW6hifdizrG?imageView2/2/w/300/h/300,fake
成都青白江区10月底开展全员核酸检测,经成都市青白江区卫生健康局核实，青白江区正在制定大规模人群核酸检测应急预案，未计划开展全员核酸检测，无志愿者招募计划。,//jiaozhen-70111.picnjc.qpic.cn/pxEzWFYGM2NXCqaTYv5DpX?imageView2/2/w/300/h/300,fake
山大齐鲁医院开会，“抗疫”打成“抗议”​​​​,根据四川大学华西医院10月18日微博图片可以看出，山东大学齐鲁医院建院130周年高质量发展论坛现场背景上的“抗疫”两字并没有写错，网传图片系P图而成。,//jiaozhen-70111.picnjc.qpic.cn/52kDtYiExVP2yKhD6XQbqG?imageView2/2/w/300/h/300,fake
烟台新增无症状感染者共追踪到密接者26350人,该信息系对山东省卫生健康委员会10月18日0时至24时疫情通报的错误解读。通报指出的“目前共追踪到密切接触者26350人，尚有562人正在接受医学隔离观察”，是山东省自疫情发生以来追踪到的所有密切接触者和隔离观察人员累计数据，并非烟台市此次新增境外输入无症状感染者追踪数据。,//jiaozhen-70111.picnjc.qpic.cn/9R5MEjs33WVT93ipki5kK?imageView2/2/w/300/h/300,fake
十一期间武汉硚口区有一千多人去过青岛,"武汉市硚口区疾控部门已对9月27日以来青岛来硚返硚人员197人进行了核酸检测，并有效管控，目前，核酸检测结果均为阴性。
网络流传图片中“一千多人去过青岛”等情况不属实。",//jiaozhen-70111.picnjc.qpic.cn/uLW86C5tCboVqAuXCTUgBG?imageView2/2/w/300/h/300,fake
昆山一台湾籍员工国庆赴青岛旅游回台确诊,"台湾方面所谓的“确诊”实则是个“乌龙”。据新华社10月14日报道，记者从大陆疾控中心获悉，台湾疾控部门10月14日下午发来邮件确认，这名台湾居民10月12日核酸检测报告结果为阴性，并非阳性。
该员工国庆期间前往青岛旅游亦不实。据江苏昆山友达光电公司称，该名员工于十一长假期间，仅在昆山市小区活动，多数时间也配合公司轮调值班，并未如传言所云到青岛地区。",//jiaozhen-70111.picnjc.qpic.cn/mHikLkqHSq3p4ovEeXohTv?imageView2/2/w/300/h/300,fake
钟南山10月12日抵达青岛协助疫情防控工作,根据中国南方航空公司某乘务员的微博显示，10月12日，钟南山院士搭乘航班从广州飞往北京，并未前往青岛。,//jiaozhen-70111.picnjc.qpic.cn/4Pw7XPKnLQ4bGF2fpHsTH8?imageView2/2/w/300/h/300,fake
参加第三届进博会的所有外国人不用隔离14天,10月11日，“上海发布”权威发布了《第三届中国国际进口博览会新冠肺炎疫情防控工作总体方案》，表示会“对进博会入境参展参会人员同样严格落实闭环管理”，包括入境前，落实为期14天的自主健康监测；入境时，落实100%健康申明、100%体温检测和100%采样核酸检测，根据风险布控指令实施登临检查。,//jiaozhen-70111.picnjc.qpic.cn/RA5wwhDpjpP1irvrx1vzy?imageView2/2/w/300/h/300,fake
国庆去青岛旅游健康码会变色,"9月26日，青岛市政府新闻办召开发布会，青岛市疾控中心副主任张华强称：“国庆假期期间，无论是青岛人外出旅游，还是外地人到青岛旅游度假，对健康码都是没有影响的。”
青岛疫情通报后，还有一则通知在青岛人朋友圈里传播：“19日以来去过市北区铁山路13号、大港港区、青岛四中等重点区域的人员启动14天居家隔离。”9月26日，@青岛网警巡查执法 通报：“网传信息为青岛某公司内部防疫措施，是企业内部通知。”",//jiaozhen-70111.picnjc.qpic.cn/FibWWWQr3YS8F74txY4TW?imageView2/2/w/300/h/300,fake
